TIME,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z
24-May-2018 12:53:16,0.59155,-0.33055,0.8062
24-May-2018 12:53:16,0.59155,-0.33055,0.8062
24-May-2018 12:53:16,0.59155,-0.33055,0.8062
24-May-2018 12:53:16,0.59155,-0.33055,0.8062
24-May-2018 12:53:17,0.5969,-0.32905,0.8007
24-May-2018 12:53:17,0.5969,-0.32905,0.8007
24-May-2018 12:53:17,0.5969,-0.32905,0.8007
24-May-2018 12:53:17,0.5969,-0.32905,0.8007
24-May-2018 12:53:18,0.604333333333333,-0.3274,0.7963
24-May-2018 12:53:18,0.604333333333333,-0.3274,0.7963
24-May-2018 12:53:18,0.604333333333333,-0.3274,0.7963
24-May-2018 12:53:18,0.604333333333333,-0.3274,0.7963
24-May-2018 12:53:19,0.594325,-0.329675,0.804125
24-May-2018 12:53:19,0.594325,-0.329675,0.804125
24-May-2018 12:53:19,0.594325,-0.329675,0.804125
24-May-2018 12:53:19,0.594325,-0.329675,0.804125
24-May-2018 12:53:20,0.59422,-0.33218,0.80334
24-May-2018 12:53:20,0.59422,-0.33218,0.80334
24-May-2018 12:53:20,0.59422,-0.33218,0.80334
24-May-2018 12:53:20,0.59422,-0.33218,0.80334
24-May-2018 12:53:21,0.6037,-0.3295,0.79705
24-May-2018 12:53:21,0.6037,-0.3295,0.79705
24-May-2018 12:53:21,0.6037,-0.3295,0.79705
24-May-2018 12:53:21,0.6037,-0.3295,0.79705
24-May-2018 12:53:22,0.59245,-0.3285,0.8062
24-May-2018 12:53:22,0.59245,-0.3285,0.8062
24-May-2018 12:53:22,0.59245,-0.3285,0.8062
24-May-2018 12:53:22,0.59245,-0.3285,0.8062
24-May-2018 12:53:23,0.5926,-0.32975,0.805425
24-May-2018 12:53:23,0.5926,-0.32975,0.805425
24-May-2018 12:53:23,0.5926,-0.32975,0.805425
24-May-2018 12:53:23,0.5926,-0.32975,0.805425
24-May-2018 12:53:24,0.602233333333333,-0.3273,0.797633333333333
24-May-2018 12:53:24,0.602233333333333,-0.3273,0.797633333333333
24-May-2018 12:53:24,0.602233333333333,-0.3273,0.797633333333333
24-May-2018 12:53:24,0.602233333333333,-0.3273,0.797633333333333
24-May-2018 12:53:25,0.5921,-0.3308,0.8046
24-May-2018 12:53:25,0.5921,-0.3308,0.8046
24-May-2018 12:53:25,0.5921,-0.3308,0.8046
24-May-2018 12:53:25,0.5921,-0.3308,0.8046
