TIME,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z
24-May-2018 14:32:08,-0.4588,0.88916,0.25498
24-May-2018 14:32:08,-0.4588,0.88916,0.25498
24-May-2018 14:32:08,-0.4588,0.88916,0.25498
24-May-2018 14:32:08,-0.4588,0.88916,0.25498
24-May-2018 14:32:09,-0.80804,0.17466,0.19944
24-May-2018 14:32:09,-0.80804,0.17466,0.19944
24-May-2018 14:32:09,-0.80804,0.17466,0.19944
24-May-2018 14:32:09,-0.80804,0.17466,0.19944
24-May-2018 14:32:10,-0.681516666666667,-0.615083333333333,0.299233333333333
24-May-2018 14:32:10,-0.681516666666667,-0.615083333333333,0.299233333333333
24-May-2018 14:32:10,-0.681516666666667,-0.615083333333333,0.299233333333333
24-May-2018 14:32:10,-0.681516666666667,-0.615083333333333,0.299233333333333
24-May-2018 14:32:11,-0.431475,-0.945525,0.3257
24-May-2018 14:32:11,-0.431475,-0.945525,0.3257
24-May-2018 14:32:11,-0.431475,-0.945525,0.3257
24-May-2018 14:32:11,-0.431475,-0.945525,0.3257
24-May-2018 14:32:12,-0.41645,-0.98085,-0.1359
24-May-2018 14:32:12,-0.41645,-0.98085,-0.1359
24-May-2018 14:32:12,-0.41645,-0.98085,-0.1359
24-May-2018 14:32:12,-0.41645,-0.98085,-0.1359
24-May-2018 14:32:13,-0.1289,-0.96526,0.02078
24-May-2018 14:32:13,-0.1289,-0.96526,0.02078
24-May-2018 14:32:13,-0.1289,-0.96526,0.02078
24-May-2018 14:32:13,-0.1289,-0.96526,0.02078
24-May-2018 14:32:14,-0.0164,-1.04134,0.19766
24-May-2018 14:32:14,-0.0164,-1.04134,0.19766
24-May-2018 14:32:14,-0.0164,-1.04134,0.19766
24-May-2018 14:32:14,-0.0164,-1.04134,0.19766
24-May-2018 14:32:15,-0.688285714285714,-0.567628571428571,0.536128571428571
24-May-2018 14:32:15,-0.688285714285714,-0.567628571428571,0.536128571428571
24-May-2018 14:32:15,-0.688285714285714,-0.567628571428571,0.536128571428571
24-May-2018 14:32:15,-0.688285714285714,-0.567628571428571,0.536128571428571
24-May-2018 14:32:16,-0.519285714285714,0.810171428571429,-0.0566714285714286
24-May-2018 14:32:16,-0.519285714285714,0.810171428571429,-0.0566714285714286
24-May-2018 14:32:16,-0.519285714285714,0.810171428571429,-0.0566714285714286
24-May-2018 14:32:16,-0.519285714285714,0.810171428571429,-0.0566714285714286
24-May-2018 14:32:17,-0.6263,0.67285,0.35475
24-May-2018 14:32:17,-0.6263,0.67285,0.35475
24-May-2018 14:32:17,-0.6263,0.67285,0.35475
24-May-2018 14:32:17,-0.6263,0.67285,0.35475
