TIME,PCKT_ACC_X,PCKT_ACC_Y,PCKT_ACC_Z
24-May-2018 14:28:40,-0.762,-0.64806,0.2812
24-May-2018 14:28:40,-0.762,-0.64806,0.2812
24-May-2018 14:28:40,-0.762,-0.64806,0.2812
24-May-2018 14:28:40,-0.762,-0.64806,0.2812
24-May-2018 14:28:41,-0.7768,-0.66355,0.163025
24-May-2018 14:28:41,-0.7768,-0.66355,0.163025
24-May-2018 14:28:41,-0.7768,-0.66355,0.163025
24-May-2018 14:28:41,-0.7768,-0.66355,0.163025
24-May-2018 14:28:42,-0.800075,-0.6276375,-0.13185
24-May-2018 14:28:42,-0.800075,-0.6276375,-0.13185
24-May-2018 14:28:42,-0.800075,-0.6276375,-0.13185
24-May-2018 14:28:42,-0.800075,-0.6276375,-0.13185
24-May-2018 14:28:43,-0.7573,-0.661014285714286,0.204942857142857
24-May-2018 14:28:43,-0.7573,-0.661014285714286,0.204942857142857
24-May-2018 14:28:43,-0.7573,-0.661014285714286,0.204942857142857
24-May-2018 14:28:43,-0.7573,-0.661014285714286,0.204942857142857
24-May-2018 14:28:44,-0.796857142857143,-0.611628571428571,0.2854
24-May-2018 14:28:44,-0.796857142857143,-0.611628571428571,0.2854
24-May-2018 14:28:44,-0.796857142857143,-0.611628571428571,0.2854
24-May-2018 14:28:44,-0.796857142857143,-0.611628571428571,0.2854
24-May-2018 14:28:45,-0.7961,-0.6152,0.268085714285714
24-May-2018 14:28:45,-0.7961,-0.6152,0.268085714285714
24-May-2018 14:28:45,-0.7961,-0.6152,0.268085714285714
24-May-2018 14:28:45,-0.7961,-0.6152,0.268085714285714
24-May-2018 14:28:46,-0.7887,-0.649783333333333,0.0866
24-May-2018 14:28:46,-0.7887,-0.649783333333333,0.0866
24-May-2018 14:28:46,-0.7887,-0.649783333333333,0.0866
24-May-2018 14:28:46,-0.7887,-0.649783333333333,0.0866
24-May-2018 14:28:47,-0.7562,-0.685083333333333,0.0971166666666667
24-May-2018 14:28:47,-0.7562,-0.685083333333333,0.0971166666666667
24-May-2018 14:28:47,-0.7562,-0.685083333333333,0.0971166666666667
24-May-2018 14:28:47,-0.7562,-0.685083333333333,0.0971166666666667
24-May-2018 14:28:48,-0.827416666666667,-0.579866666666667,0.0666
24-May-2018 14:28:48,-0.827416666666667,-0.579866666666667,0.0666
24-May-2018 14:28:48,-0.827416666666667,-0.579866666666667,0.0666
24-May-2018 14:28:48,-0.827416666666667,-0.579866666666667,0.0666
24-May-2018 14:28:49,-0.09395,-0.755883333333333,-0.324316666666667
24-May-2018 14:28:49,-0.09395,-0.755883333333333,-0.324316666666667
24-May-2018 14:28:49,-0.09395,-0.755883333333333,-0.324316666666667
24-May-2018 14:28:49,-0.09395,-0.755883333333333,-0.324316666666667
